HOME_AREA,WORK_AREA,HOME_LATITUDE,HOME_LONGITUDE,WORK_LATITUDE,WORK_LONGITUDE,GENDER,INCOME_CLASS,PERCENT_TRAVELLERS,TRAVELING_DISTANCE_KM,DIRECT_DISTANCE_KM
QASIM_MARKET_RANGE_ROAD,F6_F7_E7,33.59000295,73.01657994,33.72367762,73.06117237,MALE,B:Mid,0.00303,24.618,15.426316860844436
SOHAN_CHAK_SHAHZAD,LALKURTI_TENCH_DHOKSYEDAN,33.67048536,73.13181945,33.57943285,73.04073332,FEMALE,C:Low,0.001298,20.28,13.177003482642519
G13_G14_GOLRA,DHA2_ZARAJ,33.64752556,72.95087122,33.53117099,73.15604532,FEMALE,A:Highest,0.000433,26.165,22.99081976682453
LALKURTI_TENCH_DHOKSYEDAN,BAHRIA8,33.57943285,73.04073332,33.495714,73.085473,FEMALE,A:Highest,0.00303,16.397,10.190884562833473
I10_I11,SHAMSABAD_DHOK_KALA,33.646044,73.03527323,33.65017158,73.09153509,MALE,A:Highest,0.000866,8.325,5.2280593737132595
KOHINOOR_MILL_PIRWADHAI,SHAKRIAL_SADIQABAD,33.61071461,72.98985375,33.63784416,73.08968728,FEMALE,B:Mid,0.004761,15.326,9.723433154697382
F10_F11_E11_D12,OLD_AIRPORT,33.69226281,72.99067119,33.59809288,73.11899808,MALE,B:Mid,0.002164,24.572,15.835286700473606
SHAMSABAD_DHOK_KALA,BHARAKAHU_BANIGALA,33.65017158,73.09153509,33.73680847,73.18177033,MALE,C:Low,0.006492,17.05,12.747490373959952
GHAURI_BURMA_TOWN_KHANNA,MORGAH_ASKARI14,33.62744882,73.13042452,33.54724362,73.07338379,MALE,C:Low,0.001731,20.423,10.366073335219374
RAWAL_ROAD,QASIM_MARKET_RANGE_ROAD,33.61876717,73.073812,33.59000295,73.01657994,MALE,C:Low,0.004761,9.362,6.1906308774150745
F6_F7_E7,MORGAH_ASKARI14,33.72367762,73.06117237,33.54724362,73.07338379,MALE,A:Highest,0.000433,25.078,19.651111463095937
G10_G11_G12,DHA1_BAHRIA7,33.67167071,73.00632507,33.54223911,73.10114689,MALE,A:Highest,0.000433,28.396,16.859595301338523
F8_E8_F9_E9,KOHINOOR_MILL_PIRWADHAI,33.7134014,73.03277168,33.61071461,72.98985375,MALE,A:Highest,0.002597,17.771,12.089400793716184
SADDAR,DHA2_ZARAJ,33.59627289,73.05574406,33.53117099,73.15604532,MALE,A:Highest,0.003462,13.697,11.780139213435364
QASIM_MARKET_RANGE_ROAD,G10_G11_G12,33.59000295,73.01657994,33.67167071,73.00632507,FEMALE,C:Low,0.001298,16.129,9.13053766590465
G6_G7_BLUE_AREA,KHANNA_KORAL,33.71343576,73.07453243,33.62449535,73.1067525,MALE,A:Highest,0.000433,14.865,10.32943801230776
DHOKE_HASSU,H10_H11_H12,33.62664115,73.03386451,33.6462776,72.9999366,MALE,B:Mid,0.007358,7.39,3.8253340644262535
MORGAH_ASKARI14,F6_F7_E7,33.54724362,73.07338379,33.72367762,73.06117237,MALE,C:Low,0.001731,31.401,19.651111463095937
SADDAR,SCHEME3_GULISTAN_COLONY,33.59627289,73.05574406,33.57718407,73.09887208,MALE,B:Mid,0.009089,6.73,4.523854249674519
DHA1_BAHRIA7,TARAMRI_ALIPUR_FARASHTOWN,33.54223911,73.10114689,33.64359527,73.195033,FEMALE,C:Low,0.000866,26.709,14.235239516170575
DHOKE_HASSU,BAHRIA8,33.62664115,73.03386451,33.495714,73.085473,MALE,B:Mid,0.002164,23.354,15.323677408539446
SHAKRIAL_SADIQABAD,SHAMSABAD_DHOK_KALA,33.63784416,73.08968728,33.65017158,73.09153509,MALE,C:Low,0.114262,2.361,1.3813777256406696
G5_F5_DIPLOMATIC_SECRETARIAT,H9_I9,33.72629888,73.09936917,33.662345,73.05200625,MALE,B:Mid,0.003462,11.797,8.352923512777393
F8_E8_F9_E9,I10_I11,33.7134014,73.03277168,33.646044,73.03527323,MALE,A:Highest,0.002164,10.588,7.493377073212471
BAHRIA1_6_PWD,I8_H8_SHAKARPARIAN,33.56252679,73.13773117,33.68034167,73.07717667,FEMALE,C:Low,0.007358,22.295,14.249873030699591
GHAURI_BURMA_TOWN_KHANNA,I10_I11,33.62744882,73.13042452,33.646044,73.03527323,FEMALE,A:Highest,0.003895,14.429,9.048253007695537
G5_F5_DIPLOMATIC_SECRETARIAT,KHANNA_KORAL,33.72629888,73.09936917,33.62449535,73.1067525,FEMALE,C:Low,0.000866,15.726,11.340635179195207
BAHRIA8,SADDAR,33.495714,73.085473,33.59627289,73.05574406,MALE,A:Highest,0.016447,16.448,11.516062782122487
GHAURI_BURMA_TOWN_KHANNA,SATELLITE_TOWN,33.62744882,73.13042452,33.63989311,73.06257614,MALE,C:Low,0.057564,12.16,6.432039919332041
SHAKRIAL_SADIQABAD,DHOKE_HASSU,33.63784416,73.08968728,33.62664115,73.03386451,FEMALE,C:Low,0.002597,12.723,5.3161940992282775
DHAMIAL_CHAKRI_ROAD,F10_F11_E11_D12,33.56066811,73.01000235,33.69226281,72.99067119,MALE,A:Highest,0.004761,26.453,14.74172106625759
SATELLITE_TOWN,BAHRIA1_6_PWD,33.63989311,73.06257614,33.56252679,73.13773117,MALE,A:Highest,0.006059,20.309,11.065975416144203
BAHRIA1_6_PWD,CHAKLALA,33.56252679,73.13773117,33.60093813,73.07507165,FEMALE,C:Low,0.003895,14.544,7.2066212677836905
DHA2_ZARAJ,MORGAH_ASKARI14,33.53117099,73.15604532,33.54724362,73.07338379,FEMALE,B:Mid,0.00303,14.085,7.866918881192378
NAVAL_GULBERG,H9_I9,33.57863522,73.17832789,33.662345,73.05200625,FEMALE,A:Highest,0.000433,19.507,14.948362766799816
OLD_AIRPORT,GHAURI_BURMA_TOWN_KHANNA,33.59809288,73.11899808,33.62744882,73.13042452,MALE,A:Highest,0.022073,9.688,3.4314470526689833
SADDAR,DHOKE_HASSU,33.59627289,73.05574406,33.62664115,73.03386451,MALE,C:Low,0.012119,6.206,3.9380197841588545
DHA1_BAHRIA7,FAIZABAD_STADIUM_ROAD,33.54223911,73.10114689,33.65196382,73.07357536,FEMALE,B:Mid,0.000433,17.408,12.465211300836419
DHA2_ZARAJ,I8_H8_SHAKARPARIAN,33.53117099,73.15604532,33.68034167,73.07717667,FEMALE,A:Highest,0.003462,26.601,18.123977048978492
F8_E8_F9_E9,SHAKRIAL_SADIQABAD,33.7134014,73.03277168,33.63784416,73.08968728,FEMALE,A:Highest,0.002597,14.086,9.915882628758018
DHOKE_HASSU,GHAURI_BURMA_TOWN_KHANNA,33.62664115,73.03386451,33.62744882,73.13042452,MALE,B:Mid,0.007358,16.646,8.94070649315881
SOHAN_CHAK_SHAHZAD,G8_G9,33.67048536,73.13181945,33.69034756,73.04003006,MALE,C:Low,0.020342,15.37,8.77574632278238
LALKURTI_TENCH_DHOKSYEDAN,DHOKE_HASSU,33.57943285,73.04073332,33.62664115,73.03386451,MALE,A:Highest,0.005194,8.118,5.287728745379506
G6_G7_BLUE_AREA,SADDAR,33.71343576,73.07453243,33.59627289,73.05574406,FEMALE,A:Highest,0.000433,17.437,13.143468316908118
SHAKRIAL_SADIQABAD,RAWAL_ROAD,33.63784416,73.08968728,33.61876717,73.073812,FEMALE,B:Mid,0.033759,3.413,2.5807303147549336
F10_F11_E11_D12,FAIZABAD_STADIUM_ROAD,33.69226281,72.99067119,33.65196382,73.07357536,FEMALE,C:Low,0.001298,12.252,8.884674116904115
G13_G14_GOLRA,SCHEME3_GULISTAN_COLONY,33.64752556,72.95087122,33.57718407,73.09887208,MALE,B:Mid,0.001298,19.151,15.780205948326376
DHA2_ZARAJ,G13_G14_GOLRA,33.53117099,73.15604532,33.64752556,72.95087122,FEMALE,C:Low,0.001298,29.095,22.99081976682453
RAWAL_ROAD,BAHRIA1_6_PWD,33.61876717,73.073812,33.56252679,73.13773117,MALE,B:Mid,0.004761,16.357,8.611724521665959
WESTRIDGE,CHAKLALA,33.61226834,73.01947658,33.60093813,73.07507165,MALE,C:Low,0.008223,9.806,5.3005351149311455
SADDAR,G13_G14_GOLRA,33.59627289,73.05574406,33.64752556,72.95087122,FEMALE,B:Mid,0.000433,13.64,11.259343474706137
SHAMSABAD_DHOK_KALA,SOHAN_CHAK_SHAHZAD,33.65017158,73.09153509,33.67048536,73.13181945,FEMALE,C:Low,0.011253,11.123,4.3592445165741855
DHOKE_HASSU,DHAMIAL_CHAKRI_ROAD,33.62664115,73.03386451,33.56066811,73.01000235,FEMALE,B:Mid,0.00303,13.592,7.6615867065071255
LIAQUATBAGH_RAJABAZAR,GHAURI_BURMA_TOWN_KHANNA,33.61586581,73.05613158,33.62744882,73.13042452,FEMALE,A:Highest,0.001731,15.118,6.998567959245278
SCHEME3_GULISTAN_COLONY,DHA1_BAHRIA7,33.57718407,73.09887208,33.54223911,73.10114689,MALE,A:Highest,0.025969,7.787,3.8914151407597126
RAWAL_ROAD,SOHAN_CHAK_SHAHZAD,33.61876717,73.073812,33.67048536,73.13181945,MALE,A:Highest,0.000433,14.372,7.867977893981369
KOHINOOR_MILL_PIRWADHAI,F10_F11_E11_D12,33.61071461,72.98985375,33.69226281,72.99067119,FEMALE,A:Highest,0.005194,14.47,9.068061787066496
SADDAR,SHAKRIAL_SADIQABAD,33.59627289,73.05574406,33.63784416,73.08968728,FEMALE,B:Mid,0.006059,7.737,5.58986723724617
I10_I11,SATELLITE_TOWN,33.646044,73.03527323,33.63989311,73.06257614,MALE,A:Highest,0.040684,6.967,2.6183487063857718
TARAMRI_ALIPUR_FARASHTOWN,SHAMSABAD_DHOK_KALA,33.64359527,73.195033,33.65017158,73.09153509,MALE,B:Mid,0.002597,11.973,9.608278230955017
RAWAL_ROAD,GHAURI_BURMA_TOWN_KHANNA,33.61876717,73.073812,33.62744882,73.13042452,MALE,B:Mid,0.006492,7.982,5.330004721408067
BHARAKAHU_BANIGALA,I10_I11,33.73680847,73.18177033,33.646044,73.03527323,MALE,B:Mid,0.009089,21.327,16.898556812525115
I8_H8_SHAKARPARIAN,GHAURI_BURMA_TOWN_KHANNA,33.68034167,73.07717667,33.62744882,73.13042452,FEMALE,A:Highest,0.003462,9.731,7.673439601969345
H13_I14_JHANGI_SYEDAN,TARAMRI_ALIPUR_FARASHTOWN,33.62512322,72.95902271,33.64359527,73.195033,MALE,B:Mid,0.001298,32.406,21.94608780905978
I8_H8_SHAKARPARIAN,G10_G11_G12,33.68034167,73.07717667,33.67167071,73.00632507,MALE,A:Highest,0.007791,11.17,6.626762340410962
G10_G11_G12,GHAURI_BURMA_TOWN_KHANNA,33.67167071,73.00632507,33.62744882,73.13042452,MALE,A:Highest,0.004761,18.702,12.495274985916867
MORGAH_ASKARI14,LIAQUATBAGH_RAJABAZAR,33.54724362,73.07338379,33.61586581,73.05613158,MALE,A:Highest,0.030297,10.851,7.796011374195368
DHAMIAL_CHAKRI_ROAD,G10_G11_G12,33.56066811,73.01000235,33.67167071,73.00632507,MALE,C:Low,0.00303,23.834,12.347622063574054
BAHRIA8,H10_H11_H12,33.495714,73.085473,33.6462776,72.9999366,MALE,A:Highest,0.000866,31.012,18.522774061286533
BAHRIA8,CHAKLALA,33.495714,73.085473,33.60093813,73.07507165,MALE,A:Highest,0.008656,18.238,11.740027402932435
TARAMRI_ALIPUR_FARASHTOWN,G13_G14_GOLRA,33.64359527,73.195033,33.64752556,72.95087122,MALE,C:Low,0.000866,31.714,22.6057032925636
TARAMRI_ALIPUR_FARASHTOWN,SATELLITE_TOWN,33.64359527,73.195033,33.63989311,73.06257614,FEMALE,A:Highest,0.003895,20.033,12.268672092711263
G10_G11_G12,SATELLITE_TOWN,33.67167071,73.00632507,33.63989311,73.06257614,FEMALE,B:Mid,0.005627,11.737,6.292248823695459
DHA2_ZARAJ,SCHEME3_GULISTAN_COLONY,33.53117099,73.15604532,33.57718407,73.09887208,MALE,A:Highest,0.006492,13.153,7.365229539472622
F10_F11_E11_D12,QASIM_MARKET_RANGE_ROAD,33.69226281,72.99067119,33.59000295,73.01657994,FEMALE,A:Highest,0.000866,18.842,11.620975590834126
NAVAL_GULBERG,BAHRIA8,33.57863522,73.17832789,33.495714,73.085473,MALE,A:Highest,0.001731,23.275,12.612778438914434
KOHINOOR_MILL_PIRWADHAI,LALKURTI_TENCH_DHOKSYEDAN,33.61071461,72.98985375,33.57943285,73.04073332,FEMALE,C:Low,0.007358,9.946,5.857245515215217
G6_G7_BLUE_AREA,F10_F11_E11_D12,33.71343576,73.07453243,33.69226281,72.99067119,MALE,C:Low,0.018178,11.042,8.107050169437082
LIAQUATBAGH_RAJABAZAR,FAIZABAD_STADIUM_ROAD,33.61586581,73.05613158,33.65196382,73.07357536,FEMALE,C:Low,0.003462,6.356,4.326612509475858
SOHAN_CHAK_SHAHZAD,LALKURTI_TENCH_DHOKSYEDAN,33.67048536,73.13181945,33.57943285,73.04073332,MALE,A:Highest,0.000433,20.28,13.177003482642519
SHAMSABAD_DHOK_KALA,MORGAH_ASKARI14,33.65017158,73.09153509,33.54724362,73.07338379,FEMALE,A:Highest,0.000433,15.971,11.567876996561152
LIAQUATBAGH_RAJABAZAR,SHAMSABAD_DHOK_KALA,33.61586581,73.05613158,33.65017158,73.09153509,FEMALE,C:Low,0.000866,8.113,5.0293819010985334
SADDAR,LIAQUATBAGH_RAJABAZAR,33.59627289,73.05574406,33.61586581,73.05613158,FEMALE,A:Highest,0.018178,2.718,2.1789288728136245
QASIM_MARKET_RANGE_ROAD,F10_F11_E11_D12,33.59000295,73.01657994,33.69226281,72.99067119,MALE,B:Mid,0.003895,18.747,11.620975590834126
FAIZABAD_STADIUM_ROAD,ADIALA,33.65196382,73.07357536,33.54623619,73.05209675,MALE,A:Highest,0.000433,16.319,11.923492684973567
WESTRIDGE,F6_F7_E7,33.61226834,73.01947658,33.72367762,73.06117237,FEMALE,B:Mid,0.000433,23.324,12.975189849012514
BAHRIA8,QASIM_MARKET_RANGE_ROAD,33.495714,73.085473,33.59000295,73.01657994,MALE,C:Low,0.003895,20.822,12.275595847822123
G13_G14_GOLRA,NAVAL_GULBERG,33.64752556,72.95087122,33.57863522,73.17832789,MALE,B:Mid,0.001298,32.429,22.41276855717456
G8_G9,NAVAL_GULBERG,33.69034756,73.04003006,33.57863522,73.17832789,FEMALE,B:Mid,0.000866,23.514,17.839087338425983
G5_F5_DIPLOMATIC_SECRETARIAT,OLD_AIRPORT,33.72629888,73.09936917,33.59809288,73.11899808,MALE,C:Low,0.002597,19.439,14.371140169257767
SOHAN_CHAK_SHAHZAD,CHAKLALA,33.67048536,73.13181945,33.60093813,73.07507165,FEMALE,B:Mid,0.001731,16.828,9.349028988196237
DHAMIAL_CHAKRI_ROAD,KHANNA_KORAL,33.56066811,73.01000235,33.62449535,73.1067525,MALE,C:Low,0.001298,20.376,11.431473939960858
F8_E8_F9_E9,KHANNA_KORAL,33.7134014,73.03277168,33.62449535,73.1067525,MALE,C:Low,0.002597,16.16,12.02513249749471
SATELLITE_TOWN,MORGAH_ASKARI14,33.63989311,73.06257614,33.54724362,73.07338379,FEMALE,B:Mid,0.002164,15.324,10.350673759945105
I8_H8_SHAKARPARIAN,SHAKRIAL_SADIQABAD,33.68034167,73.07717667,33.63784416,73.08968728,MALE,B:Mid,0.009089,7.086,4.865299956877251
I10_I11,SATELLITE_TOWN,33.646044,73.03527323,33.63989311,73.06257614,FEMALE,C:Low,0.024237,6.967,2.6183487063857718
LALKURTI_TENCH_DHOKSYEDAN,NAVAL_GULBERG,33.57943285,73.04073332,33.57863522,73.17832789,FEMALE,C:Low,0.001298,18.437,12.74694847168605
WESTRIDGE,DHAMIAL_CHAKRI_ROAD,33.61226834,73.01947658,33.56066811,73.01000235,MALE,A:Highest,0.000433,10.938,5.804413177235534
H10_H11_H12,NAVAL_GULBERG,33.6462776,72.9999366,33.57863522,73.17832789,MALE,C:Low,0.000866,30.718,18.151314068867638
KHANNA_KORAL,FAIZABAD_STADIUM_ROAD,33.62449535,73.1067525,33.65196382,73.07357536,MALE,A:Highest,0.003462,8.334,4.331573295107685
G6_G7_BLUE_AREA,KHANNA_KORAL,33.71343576,73.07453243,33.62449535,73.1067525,FEMALE,B:Mid,0.002164,14.865,10.32943801230776
BAHRIA1_6_PWD,H9_I9,33.56252679,73.13773117,33.662345,73.05200625,MALE,A:Highest,0.006925,20.088,13.645960851530539
H13_I14_JHANGI_SYEDAN,H9_I9,33.62512322,72.95902271,33.662345,73.05200625,FEMALE,B:Mid,0.003895,12.845,9.550836159294786
QASIM_MARKET_RANGE_ROAD,BAHRIA1_6_PWD,33.59000295,73.01657994,33.56252679,73.13773117,FEMALE,B:Mid,0.000866,18.813,11.632103139647027
SADDAR,NAVAL_GULBERG,33.59627289,73.05574406,33.57863522,73.17832789,FEMALE,B:Mid,0.000866,17.557,11.523075794887198
NAVAL_GULBERG,SOHAN_CHAK_SHAHZAD,33.57863522,73.17832789,33.67048536,73.13181945,FEMALE,A:Highest,0.001731,23.275,11.083973047004298
G8_G9,F8_E8_F9_E9,33.69034756,73.04003006,33.7134014,73.03277168,MALE,C:Low,0.04934,3.761,2.649948232869719
BHARAKAHU_BANIGALA,SADDAR,33.73680847,73.18177033,33.59627289,73.05574406,FEMALE,B:Mid,0.000433,23.25,19.499391206044113
F6_F7_E7,BHARAKAHU_BANIGALA,33.72367762,73.06117237,33.73680847,73.18177033,FEMALE,A:Highest,0.00303,14.22,11.247647572086018
SHAMSABAD_DHOK_KALA,GHAURI_BURMA_TOWN_KHANNA,33.65017158,73.09153509,33.62744882,73.13042452,MALE,A:Highest,0.007358,7.316,4.398332035237876
LALKURTI_TENCH_DHOKSYEDAN,WESTRIDGE,33.57943285,73.04073332,33.61226834,73.01947658,FEMALE,C:Low,0.012984,5.765,4.148142066512459
KOHINOOR_MILL_PIRWADHAI,F10_F11_E11_D12,33.61071461,72.98985375,33.69226281,72.99067119,FEMALE,B:Mid,0.007358,14.47,9.068061787066496
G5_F5_DIPLOMATIC_SECRETARIAT,SCHEME3_GULISTAN_COLONY,33.72629888,73.09936917,33.57718407,73.09887208,MALE,A:Highest,0.000433,26.14,16.58087419900634
WESTRIDGE,MORGAH_ASKARI14,33.61226834,73.01947658,33.54724362,73.07338379,MALE,A:Highest,0.001298,12.887,8.787362529437978
CHAKLALA,TARAMRI_ALIPUR_FARASHTOWN,33.60093813,73.07507165,33.64359527,73.195033,MALE,C:Low,0.00303,18.907,12.077914354960432
BAHRIA8,SHAKRIAL_SADIQABAD,33.495714,73.085473,33.63784416,73.08968728,MALE,A:Highest,0.000866,23.02,15.808975423538364
LIAQUATBAGH_RAJABAZAR,LALKURTI_TENCH_DHOKSYEDAN,33.61586581,73.05613158,33.57943285,73.04073332,MALE,A:Highest,0.01082,5.8,4.294865643813311
G8_G9,RAWAL_ROAD,33.69034756,73.04003006,33.61876717,73.073812,MALE,C:Low,0.002597,12.418,8.551518629803141
G8_G9,FAIZABAD_STADIUM_ROAD,33.69034756,73.04003006,33.65196382,73.07357536,MALE,C:Low,0.008223,5.822,5.277601243191144
SOHAN_CHAK_SHAHZAD,MORGAH_ASKARI14,33.67048536,73.13181945,33.54724362,73.07338379,MALE,A:Highest,0.001298,24.589,14.733655175146742
G10_G11_G12,TARAMRI_ALIPUR_FARASHTOWN,33.67167071,73.00632507,33.64359527,73.195033,FEMALE,A:Highest,0.000866,24.77,17.742604715187305
TARAMRI_ALIPUR_FARASHTOWN,RAWAL_ROAD,33.64359527,73.195033,33.61876717,73.073812,FEMALE,B:Mid,0.002597,20.255,11.557590454755994
SATELLITE_TOWN,DHA2_ZARAJ,33.63989311,73.06257614,33.53117099,73.15604532,FEMALE,B:Mid,0.002164,19.783,14.870023409699495
SHAMSABAD_DHOK_KALA,G10_G11_G12,33.65017158,73.09153509,33.67167071,73.00632507,MALE,A:Highest,0.005627,14.55,8.24065610578019
LALKURTI_TENCH_DHOKSYEDAN,SHAMSABAD_DHOK_KALA,33.57943285,73.04073332,33.65017158,73.09153509,FEMALE,C:Low,0.000866,17.648,9.165198584063706
DHAMIAL_CHAKRI_ROAD,KOHINOOR_MILL_PIRWADHAI,33.56066811,73.01000235,33.61071461,72.98985375,FEMALE,A:Highest,0.004328,13.303,5.869562686125095
I10_I11,LIAQUATBAGH_RAJABAZAR,33.646044,73.03527323,33.61586581,73.05613158,FEMALE,B:Mid,0.003895,7.353,3.8716600172135833
DHOKE_HASSU,I8_H8_SHAKARPARIAN,33.62664115,73.03386451,33.68034167,73.07717667,FEMALE,A:Highest,0.00303,15.294,7.192155122913239
G10_G11_G12,SCHEME3_GULISTAN_COLONY,33.67167071,73.00632507,33.57718407,73.09887208,MALE,C:Low,0.002164,28.544,13.55773750578138
DHOKE_HASSU,I10_I11,33.62664115,73.03386451,33.646044,73.03527323,MALE,A:Highest,0.092621,4.626,2.16143655942296
TARAMRI_ALIPUR_FARASHTOWN,G8_G9,33.64359527,73.195033,33.69034756,73.04003006,MALE,B:Mid,0.012984,21.382,15.25764299037005
SOHAN_CHAK_SHAHZAD,SCHEME3_GULISTAN_COLONY,33.67048536,73.13181945,33.57718407,73.09887208,MALE,C:Low,0.001298,25.472,10.81384713564879
G8_G9,BHARAKAHU_BANIGALA,33.69034756,73.04003006,33.73680847,73.18177033,FEMALE,C:Low,0.002597,17.178,14.09137351173381
TARAMRI_ALIPUR_FARASHTOWN,CHAKLALA,33.64359527,73.195033,33.60093813,73.07507165,FEMALE,A:Highest,0.001298,18.645,12.077914354960432
DHAMIAL_CHAKRI_ROAD,H9_I9,33.56066811,73.01000235,33.662345,73.05200625,FEMALE,B:Mid,0.002164,21.847,11.956365272003945
DHA2_ZARAJ,WESTRIDGE,33.53117099,73.15604532,33.61226834,73.01947658,FEMALE,C:Low,0.000433,20.297,15.537297404255288
SATELLITE_TOWN,DHA1_BAHRIA7,33.63989311,73.06257614,33.54223911,73.10114689,FEMALE,A:Highest,0.002164,15.727,11.43126156298412
BAHRIA8,G8_G9,33.495714,73.085473,33.69034756,73.04003006,MALE,B:Mid,0.00303,30.02,22.04777060657134
H13_I14_JHANGI_SYEDAN,H10_H11_H12,33.62512322,72.95902271,33.6462776,72.9999366,FEMALE,C:Low,0.018611,11.194,4.458707657033024
LIAQUATBAGH_RAJABAZAR,DHAMIAL_CHAKRI_ROAD,33.61586581,73.05613158,33.56066811,73.01000235,FEMALE,A:Highest,0.001731,10.52,7.478583193522046
G8_G9,SADDAR,33.69034756,73.04003006,33.59627289,73.05574406,FEMALE,A:Highest,0.000866,15.473,10.561282654061504
SCHEME3_GULISTAN_COLONY,MORGAH_ASKARI14,33.57718407,73.09887208,33.54724362,73.07338379,FEMALE,B:Mid,0.008223,9.698,4.081818932288083
NAVAL_GULBERG,SHAMSABAD_DHOK_KALA,33.57863522,73.17832789,33.65017158,73.09153509,MALE,C:Low,0.001731,13.517,11.307913717673356
DHOKE_HASSU,SOHAN_CHAK_SHAHZAD,33.62664115,73.03386451,33.67048536,73.13181945,MALE,B:Mid,0.000866,16.915,10.294715337366549
KOHINOOR_MILL_PIRWADHAI,NAVAL_GULBERG,33.61071461,72.98985375,33.57863522,73.17832789,FEMALE,A:Highest,0.001298,26.604,17.817624175998827
DHA1_BAHRIA7,KOHINOOR_MILL_PIRWADHAI,33.54223911,73.10114689,33.61071461,72.98985375,FEMALE,C:Low,0.001298,15.07,12.817150847569213
DHA2_ZARAJ,BAHRIA8,33.53117099,73.15604532,33.495714,73.085473,FEMALE,C:Low,0.019476,13.134,7.638822045861943
CHAKLALA,F8_E8_F9_E9,33.60093813,73.07507165,33.7134014,73.03277168,FEMALE,C:Low,0.003895,16.059,13.10387356048683
BAHRIA8,FAIZABAD_STADIUM_ROAD,33.495714,73.085473,33.65196382,73.07357536,MALE,B:Mid,0.000433,24.969,17.409116693361412
GHAURI_BURMA_TOWN_KHANNA,TARAMRI_ALIPUR_FARASHTOWN,33.62744882,73.13042452,33.64359527,73.195033,FEMALE,C:Low,0.039386,8.174,6.245002261408016
BHARAKAHU_BANIGALA,OLD_AIRPORT,33.73680847,73.18177033,33.59809288,73.11899808,FEMALE,C:Low,0.000433,24.723,16.48214367162073
F8_E8_F9_E9,F6_F7_E7,33.7134014,73.03277168,33.72367762,73.06117237,MALE,B:Mid,0.019909,3.893,2.864527743806649
RAWAL_ROAD,OLD_AIRPORT,33.61876717,73.073812,33.59809288,73.11899808,FEMALE,C:Low,0.002597,8.32,4.774461169139263
RAWAL_ROAD,GHAURI_BURMA_TOWN_KHANNA,33.61876717,73.073812,33.62744882,73.13042452,MALE,A:Highest,0.005194,7.982,5.330004721408067
SCHEME3_GULISTAN_COLONY,WESTRIDGE,33.57718407,73.09887208,33.61226834,73.01947658,FEMALE,C:Low,0.003895,10.587,8.324515533647027
DHA1_BAHRIA7,RAWAL_ROAD,33.54223911,73.10114689,33.61876717,73.073812,FEMALE,C:Low,0.002164,13.183,8.878308305002632
SATELLITE_TOWN,DHA2_ZARAJ,33.63989311,73.06257614,33.53117099,73.15604532,MALE,A:Highest,0.005627,19.783,14.870023409699495
SOHAN_CHAK_SHAHZAD,TARAMRI_ALIPUR_FARASHTOWN,33.67048536,73.13181945,33.64359527,73.195033,MALE,B:Mid,0.032028,9.489,6.570511296244883
OLD_AIRPORT,FAIZABAD_STADIUM_ROAD,33.59809288,73.11899808,33.65196382,73.07357536,MALE,A:Highest,0.003462,13.207,7.319147297843669
TARAMRI_ALIPUR_FARASHTOWN,KOHINOOR_MILL_PIRWADHAI,33.64359527,73.195033,33.61071461,72.98985375,FEMALE,C:Low,0.000866,26.728,19.345651334528412
DHA2_ZARAJ,G6_G7_BLUE_AREA,33.53117099,73.15604532,33.71343576,73.07453243,MALE,A:Highest,0.012984,27.335,21.626662248681463
MORGAH_ASKARI14,I10_I11,33.54724362,73.07338379,33.646044,73.03527323,MALE,C:Low,0.00303,19.904,11.539235497600618
G13_G14_GOLRA,TARAMRI_ALIPUR_FARASHTOWN,33.64752556,72.95087122,33.64359527,73.195033,MALE,B:Mid,0.000433,31.609,22.6057032925636
SHAMSABAD_DHOK_KALA,BAHRIA8,33.65017158,73.09153509,33.495714,73.085473,MALE,C:Low,0.003895,24.316,17.184079519271666
G5_F5_DIPLOMATIC_SECRETARIAT,SOHAN_CHAK_SHAHZAD,33.72629888,73.09936917,33.67048536,73.13181945,FEMALE,B:Mid,0.003462,10.08,6.894105136095782
DHA1_BAHRIA7,LIAQUATBAGH_RAJABAZAR,33.54223911,73.10114689,33.61586581,73.05613158,FEMALE,C:Low,0.001731,11.634,9.187816133640611
DHAMIAL_CHAKRI_ROAD,SCHEME3_GULISTAN_COLONY,33.56066811,73.01000235,33.57718407,73.09887208,MALE,A:Highest,0.006059,12.424,8.436100918946016
I8_H8_SHAKARPARIAN,G13_G14_GOLRA,33.68034167,73.07717667,33.64752556,72.95087122,FEMALE,A:Highest,0.000866,16.601,12.245606701666892
GHAURI_BURMA_TOWN_KHANNA,RAWAL_ROAD,33.62744882,73.13042452,33.61876717,73.073812,MALE,A:Highest,0.022506,13.377,5.330004721408067
BAHRIA1_6_PWD,GHAURI_BURMA_TOWN_KHANNA,33.56252679,73.13773117,33.62744882,73.13042452,FEMALE,A:Highest,0.008656,13.969,7.2506527659293525
DHA1_BAHRIA7,F10_F11_E11_D12,33.54223911,73.10114689,33.69226281,72.99067119,FEMALE,A:Highest,0.000433,28.219,19.56870901099139
BHARAKAHU_BANIGALA,G6_G7_BLUE_AREA,33.73680847,73.18177033,33.71343576,73.07453243,FEMALE,C:Low,0.034192,13.236,10.252450842232058
KOHINOOR_MILL_PIRWADHAI,G5_F5_DIPLOMATIC_SECRETARIAT,33.61071461,72.98985375,33.72629888,73.09936917,MALE,A:Highest,0.01082,22.84,16.367637104315676
